object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aamrath,r,10.643,8.869,19.512,17.789,9.549,897.7,48,30.155,-0.135364,0.031069,0.025110,0.022558,-0.002552,20.307504,20.327263,-63.377614,0.016752,16252.8,4142.8,0.158,62.882,0.837610,2.771569,1178.254,0.056498,-0.221181,1.144404,0.013119,0.013119,0.040532,-1.314911,6
ZTF25aanbchm,r,6.860,6.003,12.006,18.323,2.235,109.0,23,30.872,-0.091613,0.024276,0.046196,0.043905,-0.002291,18.924439,18.965951,-14.049765,0.039112,13702.5,6526.3,-36.016,-193.337,0.342557,1.026136,916.666,0.051745,-0.135639,1.056002,0.003257,0.003257,-0.008525,-1.432999,1
ZTF25aanbchm,g,6.003,6.003,11.148,18.064,1.579,559.0,19,24.012,-0.109286,0.098670,0.108823,0.106048,-0.002774,20.370993,20.472444,-30.872032,0.095051,13702.5,6526.3,-36.016,-193.337,0.630459,2.201045,1137.788,0.109775,-0.170542,1.121848,0.004987,0.004987,0.573852,-0.711722,3
ZTF25aanbcou,r,12.863,5.145,17.151,18.279,1.999,100.3,24,30.014,-0.125968,0.029359,0.085154,0.075174,-0.009980,18.840915,18.902520,-7.855179,0.046616,13299.0,6364.4,18.539,-199.534,0.378128,1.467652,779.530,0.089706,-0.276691,1.055842,0.004296,0.004296,0.300227,-0.909286,5
ZTF25aanbcou,g,6.003,6.003,11.148,18.130,2.163,583.4,19,20.581,-0.146759,0.106531,0.058707,0.063792,0.005085,19.293962,19.364194,-18.804174,0.077686,13299.0,6364.4,18.539,-199.534,0.645269,2.294191,1137.009,0.119293,-0.215443,1.126542,0.005757,0.005757,0.450192,-0.767579,3
ZTF25aanbdft,r,7.542,5.866,13.408,18.498,0.398,51.4,9,30.169,-0.124172,0.033775,0.044345,0.043464,-0.000881,19.170667,19.213063,-16.661607,0.041102,12331.8,6485.7,7.341,-98.898,0.367060,1.315018,553.412,0.047091,-0.148427,1.054387,0.002730,0.002730,0.235023,-1.106473,2
ZTF25aanbdft,g,7.542,5.866,15.084,18.352,1.137,184.6,7,22.626,-0.111193,0.065056,0.088203,0.086110,-0.002093,19.404626,19.488264,-13.945173,0.080881,12331.8,6485.7,7.341,-98.898,0.562921,1.785306,625.558,0.090774,-0.120268,1.097283,0.001469,0.001469,0.280139,-1.211176,2
ZTF25aanblle,g,5.702,5.702,11.405,18.443,0.092,23.1,6,23.523,-0.086049,0.073769,0.042013,0.054223,0.012211,18.585091,18.650390,-3.624677,0.075129,11870.5,6917.3,13.630,-60.102,0.559590,1.730675,211.471,0.105349,-0.101759,1.093838,0.000975,0.000975,0.573898,-1.018786,2
ZTF25aanblle,r,6.415,4.990,12.118,18.572,0.795,16.2,11,NaN,-0.034754,0.019266,0.015656,0.021467,0.005811,18.621904,18.648739,-2.864523,0.031629,11870.5,6917.3,13.630,-60.102,0.211469,0.615528,540.466,0.043692,-0.039576,1.033143,0.005546,0.005546,0.421191,-1.239045,2
ZTF25aanbnfj,g,5.997,7.996,10.994,18.019,0.360,48.2,11,27.986,-0.102293,0.028166,-0.144490,-0.122553,0.021936,18.259919,18.162314,5.982962,-0.071467,15087.2,7457.1,-16.357,38.324,0.714836,1.991730,266.418,0.114191,-0.177331,1.106368,0.003673,0.003673,0.417062,-1.371038,4
ZTF25aanbnfj,r,6.996,5.997,13.993,17.908,0.035,14.6,7,27.986,-0.119201,0.030677,0.059377,0.064445,0.005068,18.153843,18.220225,-4.911691,0.065534,15087.2,7457.1,-16.357,38.324,0.390934,1.378700,268.374,0.066413,-0.139781,1.066488,0.000444,0.000444,-0.190298,-1.077778,4
ZTF25aancloh,r,6.534,9.147,13.068,18.316,2.048,158.4,54,39.203,-0.069894,0.051373,0.033251,0.037364,0.004113,18.450243,18.490348,-4.910976,0.041575,12364.1,4315.9,-23.553,-47.589,0.585316,1.937837,832.179,0.065288,-0.151209,1.105798,0.005724,0.005724,0.541850,-0.836914,3
ZTF25aancloh,g,6.534,11.761,11.761,18.515,0.524,450.7,19,NaN,-0.018337,0.036992,-0.027454,-0.022688,0.004766,18.550536,18.533058,4.698833,-0.011851,12364.1,4315.9,-23.553,-47.589,0.932998,2.641070,841.080,0.084979,-0.045941,1.142645,0.002776,0.002776,0.091169,-1.569875,3
ZTF25aanepai,g,7.529,5.856,13.384,17.866,2.232,262.3,9,22.586,-0.181318,0.075028,-0.252443,-0.250163,0.002280,19.520058,19.276847,13.384475,-0.231911,15291.4,8185.8,-6.984,-150.713,0.595016,1.904698,954.638,0.081965,-0.250587,1.100931,0.004217,0.004217,0.298662,-1.250051,1
ZTF25aanepai,r,7.529,5.019,15.058,18.045,0.666,86.1,8,26.769,-0.097151,0.011459,0.066416,0.061057,-0.005359,18.637578,18.691922,-9.949341,0.046778,15291.4,8185.8,-6.984,-150.713,0.337592,1.123000,780.429,0.071248,-0.104343,1.050819,0.004964,0.004964,-0.239921,-1.341252,3
ZTF25aanezba,r,8.768,6.137,15.782,16.804,2.508,394.7,24,21.042,-0.191226,0.045275,-0.208198,-0.195067,0.013131,17.704933,17.525496,10.718625,-0.161726,26021.7,11850.5,-47.638,-53.248,0.644556,2.221486,928.484,0.095051,-0.229658,1.101643,0.013939,0.013939,0.147582,-1.278051,2
ZTF25aanfaxg,g,6.040,6.795,10.569,18.824,0.601,111.7,12,27.179,-0.142470,0.113805,0.026229,0.037966,0.011737,18.919924,18.967372,-5.406749,0.051526,10249.9,6081.6,-5.973,193.439,0.536666,1.624033,638.590,0.193663,-0.193053,1.081082,0.000762,0.000762,0.789861,-0.759741,4
ZTF25aanfaxg,r,8.305,5.285,13.589,18.818,0.252,29.7,23,28.688,-0.117097,0.049648,0.019106,-0.001280,-0.020386,19.648174,19.618899,-20.529921,-0.056702,10249.9,6081.6,-5.973,193.439,0.320382,1.059283,568.292,0.151873,-0.226831,1.040017,0.001045,0.001045,0.376075,-1.126591,6
ZTF25aanfdbz,r,5.715,3.572,18.575,19.030,0.360,25.2,19,NaN,-0.031339,0.049929,-0.050947,-0.039541,0.011406,19.057464,19.034543,2.536114,-0.002697,8031.1,4894.4,-30.810,-68.283,0.262980,0.915725,529.324,0.086978,-0.069890,1.048119,0.001263,0.001263,0.290088,-0.845875,3
ZTF25aanfdbz,g,14.288,4.286,16.431,19.659,0.103,13.9,10,NaN,0.021937,0.054246,-0.077291,-0.062844,0.014447,19.704611,19.666367,2.431432,-0.008227,8031.1,4894.4,-30.810,-68.283,0.401962,1.258780,258.962,0.109703,-0.091029,1.064031,0.001078,0.001078,0.765796,-0.871422,3
ZTF25aanfhdv,g,4.894,4.079,19.578,18.120,0.020,247.5,8,26.103,-0.117528,0.133650,-0.145978,-0.140412,0.005566,18.558724,18.523619,-11.341716,0.089371,13676.7,7801.5,85.441,-36.659,0.447596,1.721248,868.920,0.258003,-0.363559,1.092745,0.000067,0.000067,0.951199,0.218275,8
ZTF25aanfhdv,r,8.973,6.526,13.867,18.229,0.278,127.2,13,29.366,-0.163556,0.020878,0.070699,0.071330,0.000631,18.898199,18.966329,-16.098696,0.060539,13676.7,7801.5,85.441,-36.659,0.409535,1.571909,867.953,0.071289,-0.235497,1.044417,0.000706,0.000706,0.673600,-0.390004,2
ZTF25aangnvu,r,10.749,2.931,12.703,18.882,0.009,10.9,14,NaN,-0.188197,0.027499,-0.073792,-0.000472,0.073320,19.061851,19.110512,5.688585,-0.016279,9991.4,8040.8,3.448,634.910,0.291713,1.291427,409.310,0.152454,-0.574087,1.024977,0.000131,0.000131,1.533920,2.387560,10
ZTF25aanhiwe,g,4.896,2.448,9.179,18.673,0.225,72.9,13,23.867,-0.209436,0.056938,0.091556,0.097627,0.006071,19.195922,19.292830,-13.846165,0.086224,10768.7,7940.5,9.682,-76.457,0.408071,1.481887,803.268,0.098399,-0.251964,1.041238,0.000495,0.000495,0.906542,-0.120983,4
ZTF25aanhiwe,r,6.732,3.060,12.239,18.736,0.479,52.2,12,NaN,-0.155740,0.054466,-0.138754,-0.155112,-0.016358,19.909366,19.743918,12.160252,-0.169112,10768.7,7940.5,9.682,-76.457,0.340980,1.340163,698.462,0.080412,-0.169225,1.031148,0.000866,0.000866,1.442501,1.281814,3
ZTF25aanhqoc,r,22.531,9.656,59.605,20.070,0.636,1.0,32,NaN,-0.010517,0.007394,-0.001090,-0.000720,0.000370,20.070869,20.070515,2.707850,0.000007,5798.4,4432.8,2.340,-60.120,0.076727,0.271012,278.102,0.008029,-0.013065,1.010570,0.012035,0.012035,0.620928,-0.763498,0
ZTF25aanhqoc,g,9.656,6.437,56.386,20.056,0.444,2.4,24,NaN,-0.007942,0.048565,-0.001235,-0.003919,-0.002683,20.188466,20.182319,-15.551075,-0.007747,5798.4,4432.8,2.340,-60.120,0.216404,0.955795,264.512,0.064767,-0.031528,1.047657,0.007631,0.007631,2.142549,3.872658,5
ZTF25aanikpq,r,12.428,1.184,26.040,17.916,1.653,15.2,5,NaN,-0.058421,-0.004191,-0.062622,-0.056986,0.005635,18.130040,18.079215,8.943665,-0.044252,16098.7,15756.3,9.519,-142.883,0.496136,1.434022,564.846,0.015163,-0.080340,1.001439,0.002431,0.002431,0.385363,-1.343105,1
ZTF25aanikpq,g,13.020,1.775,21.306,17.753,0.545,378.0,7,NaN,-0.249332,0.012690,0.023221,0.027880,0.004659,17.872818,17.905824,-7.693693,0.038466,16098.7,15756.3,9.519,-142.883,0.917481,2.996163,742.150,0.024115,-0.257011,1.005177,0.002025,0.002025,1.158367,-0.035782,1
ZTF25aanilxe,g,6.020,6.020,12.040,18.233,0.256,47.3,12,24.080,-0.093613,0.086053,0.090573,0.093066,0.002494,19.008136,19.103138,-11.856249,0.096372,12635.6,8299.2,5.496,-117.606,0.562574,1.825608,307.196,0.097261,-0.110919,1.100129,0.003221,0.003221,0.611500,-0.864701,2
ZTF25aanilxe,r,6.773,1.505,25.585,18.312,0.001,2.1,5,NaN,0.000000,0.000059,0.063843,-0.004091,-0.067934,18.511456,18.513316,5.660320,0.064264,12635.6,8299.2,5.496,-117.606,0.060586,0.477686,202.920,0.190083,-0.335273,1.010920,0.000019,0.000019,1.091409,10.688651,6
ZTF25aanitpo,r,2.960,1.776,12.430,18.310,0.001,57.8,5,NaN,0.020507,0.066538,0.011872,0.032634,0.020763,18.437360,18.491732,-7.580964,0.071174,12582.3,9094.9,32.175,-145.059,0.284494,0.860989,737.198,0.099753,-0.184728,1.033568,0.000001,0.000001,0.346224,-1.341736,5
ZTF25aanitpo,g,7.103,3.551,13.022,18.448,0.744,232.9,5,23.084,-0.235151,0.061086,-0.036795,-0.013422,0.023373,18.448003,18.453947,1.017974,0.021341,12582.3,9094.9,32.175,-145.059,0.542971,2.106437,671.666,0.062044,-0.252249,1.043371,0.002553,0.002553,1.307185,0.972559,2
ZTF25aanjafq,r,7.187,3.920,15.028,18.324,0.255,49.1,9,17.641,-0.182251,0.017925,-0.027640,-0.075192,-0.047551,20.273563,20.152636,15.027536,-0.160965,12922.2,8679.1,-8.828,228.319,0.577051,2.024973,444.498,0.118157,-0.219453,1.047168,0.007380,0.007380,0.638203,-0.434479,2
ZTF25aanknle,r,6.644,3.875,10.519,19.074,1.034,18.3,34,NaN,-0.102058,0.112262,-0.016885,-0.007203,0.009681,19.075238,19.075092,1.458190,0.004738,9311.0,5445.4,-3.722,-314.857,0.272585,0.970755,638.922,0.140590,-0.149076,1.050893,0.008795,0.008795,0.973765,-0.204383,0
ZTF25aanknle,g,5.536,3.875,10.519,18.997,0.661,85.1,19,NaN,-0.077645,0.112302,-0.077554,-0.069015,0.008539,19.175590,19.116374,6.461928,-0.048306,9311.0,5445.4,-3.722,-314.857,0.393503,1.358933,686.940,0.114209,-0.095498,1.071536,0.008770,0.008770,0.888068,-0.328063,1
ZTF25aankptu,r,6.061,5.387,12.121,18.770,0.227,2.5,8,NaN,-0.019957,0.049494,0.041353,0.044602,0.003249,19.032805,19.080119,-9.891676,0.049428,10674.1,6342.6,7.623,-134.040,0.225480,0.750605,274.738,0.051850,-0.021676,1.039990,0.002300,0.002300,1.022008,-0.269097,2
ZTF25aankptu,g,6.061,4.714,11.448,18.707,1.031,24.4,9,23.569,-0.086020,0.075828,0.050610,0.042157,-0.008452,20.260157,20.293757,-21.549078,0.025096,10674.1,6342.6,7.623,-134.040,0.474409,1.511089,499.915,0.096921,-0.102894,1.080777,0.003140,0.003140,0.589115,-0.933422,1
ZTF25aankqhe,r,6.197,7.747,12.395,17.586,3.228,885.5,40,34.086,-0.072791,0.025249,0.005060,0.000979,-0.004081,20.006589,20.003468,-63.523697,-0.007151,17495.8,6170.0,-13.672,111.953,0.789491,2.420064,1085.012,0.075196,-0.219297,1.137617,0.006495,0.006495,0.151857,-1.387206,3
ZTF25aankqhe,g,6.197,12.395,12.395,17.746,1.084,1462.8,25,24.790,-0.037264,-0.030085,-0.081064,-0.068959,0.012104,17.877030,17.821673,5.373421,-0.040672,17495.8,6170.0,-13.672,111.953,1.022309,2.837955,1155.358,0.102549,-0.108741,1.118697,0.002641,0.002641,-0.317554,-1.536933,7
ZTF25aankyie,g,4.425,1.264,27.815,19.461,0.118,59.6,5,NaN,-0.123221,-0.047703,-0.058130,0.061247,0.119377,19.521088,19.694863,-0.119667,0.250322,9352.7,7582.3,11.577,-709.904,0.582276,2.174888,395.587,0.261917,-0.220474,1.025471,0.000558,0.000558,-0.275426,-0.469602,3
ZTF25aankyie,r,5.690,1.897,25.287,18.479,0.485,120.4,10,NaN,0.053071,0.062805,-0.297274,-0.301954,-0.004680,19.562785,19.273439,7.286898,-0.260129,9352.7,7582.3,11.577,-709.904,1.077510,2.747373,637.787,0.133119,-0.302248,1.028540,0.009115,0.009115,-0.314155,-1.660785,1
ZTF25aanlfdo,g,6.702,6.702,12.447,18.423,0.976,310.7,23,22.978,-0.136818,0.062510,-0.181882,-0.186629,-0.004747,19.579639,19.393643,11.459745,-0.180016,11992.0,5309.4,-20.840,-58.450,0.765037,2.314004,832.471,0.104857,-0.186535,1.125607,0.004052,0.004052,0.366852,-1.221527,2
ZTF25aanlfdo,r,9.574,7.659,14.361,18.540,0.498,74.2,37,28.723,-0.127359,0.035475,-0.063819,-0.046626,0.017193,18.614830,18.582047,5.431965,-0.021879,11992.0,5309.4,-20.840,-58.450,0.424377,1.496997,759.567,0.066691,-0.231985,1.066522,0.002170,0.002170,0.124157,-1.200482,3
ZTF25aanmbvy,r,0.511,2.044,1.022,15.095,0.051,25848.7,9,3.065,0.160450,0.018609,-0.017861,0.265006,0.282867,16.099746,16.499130,-2.974819,0.166251,50000.0,24209.7,-5993.753,-934.928,0.607833,2.526867,4453.403,0.605130,-1.180862,1.167394,0.000001,0.000001,-0.759419,0.207289,9
ZTF25aanmbvy,g,0.511,3.576,0.511,15.007,0.076,21212.6,8,3.065,0.178960,-0.163373,-1.059718,-0.753875,0.305843,15.028165,15.332757,0.459223,0.533863,50000.0,24209.7,-5993.753,-934.928,0.470497,2.517154,4486.249,0.988661,-1.747162,1.086084,0.000002,0.000002,-0.466282,1.866794,12
ZTF25aanmfji,r,7.336,17.117,14.671,18.024,1.386,608.1,28,26.897,-0.027753,0.037354,-0.178968,-0.181584,-0.002616,19.537879,19.356600,14.671358,-0.178061,10063.8,3735.9,-55.151,18.730,0.858287,3.054846,908.664,0.068925,-0.181050,1.165860,0.009162,0.009162,-0.293521,-0.637581,3
ZTF25aanmfji,g,4.890,12.226,12.226,19.682,0.956,28.8,12,22.007,0.009522,-0.000000,-0.006598,0.012899,0.019496,19.691161,19.722476,-0.809528,0.048243,10063.8,3735.9,-55.151,18.730,0.478275,1.897060,295.087,0.109152,-0.145004,1.068139,0.022108,0.022108,-1.269893,0.948071,2
ZTF25aanmgrm,r,NaN,6.625,18.982,17.500,1.624,808.6,36,NaN,0.050999,0.036632,0.037035,0.034178,-0.002857,19.456519,19.488505,-45.930451,0.030517,17986.4,5190.9,NaN,-36.005,0.750688,2.587214,1096.909,0.067500,0.003342,1.147842,0.005989,0.005989,0.116481,-1.260457,5
ZTF25aanmgrm,g,NaN,11.925,18.982,17.712,2.085,1613.2,24,NaN,0.077142,0.004645,0.011742,0.010734,-0.001008,20.448245,20.458071,-48.007639,0.009005,17986.4,5190.9,NaN,-36.005,0.919422,2.811076,1203.844,0.086657,-0.000939,1.158643,0.008163,0.008163,-0.782904,-0.831039,1
ZTF25aanmrqp,r,10.325,1.796,15.263,18.483,0.024,25.1,6,NaN,-0.212335,0.091605,-0.054757,-0.020876,0.033881,18.482294,18.504651,1.214603,0.062832,12528.0,10549.1,-44.348,-109.141,0.416653,1.530656,396.182,0.103326,-0.246053,1.028299,0.000077,0.000077,1.337463,0.759324,4
ZTF25aanmrqp,g,10.325,1.796,13.916,18.283,0.066,111.5,6,NaN,-0.371822,-0.029429,0.024869,0.096051,0.071182,18.972199,19.036742,7.899695,-0.019151,12528.0,10549.1,-44.348,-109.141,0.563633,2.288654,529.659,0.166649,-0.516901,1.013087,0.000130,0.000130,1.575464,1.872682,5
ZTF25aanmuym,r,7.221,8.424,14.442,18.453,1.248,128.5,19,31.290,-0.098278,0.052501,0.016878,0.014587,-0.002291,19.227624,19.240713,-20.581155,0.012431,11366.8,6583.6,16.760,-77.780,0.461797,1.651854,662.953,0.059297,-0.144445,1.089516,0.019118,0.019118,0.134625,-0.895041,4
ZTF25aanmuym,g,4.814,4.814,8.424,18.639,0.255,79.6,11,27.680,-0.080753,-0.013707,-0.087573,-0.027501,0.060072,18.636301,18.657048,1.383624,0.051496,11366.8,6583.6,16.760,-77.780,0.461640,1.521545,632.402,0.099913,-0.273684,1.044629,0.001081,0.001081,-0.058793,-1.321467,7
ZTF25aanpulo,g,8.059,12.895,16.118,18.049,2.830,1665.5,27,29.013,-0.047060,0.016923,0.047492,0.045838,-0.001654,20.505802,20.550105,-36.952062,0.042861,14689.7,4392.0,33.370,-14.248,1.114840,3.023322,1204.917,0.090044,-0.089779,1.166233,0.020638,0.020638,-0.009807,-1.592793,1
ZTF25aanpulo,r,8.059,11.283,14.506,18.032,4.588,429.2,31,30.625,-0.106143,0.021719,0.057085,0.060870,0.003785,19.345942,19.409628,-36.469008,0.065370,14689.7,4392.0,33.370,-14.248,0.735736,2.252160,1058.327,0.065677,-0.256704,1.124896,0.007079,0.007079,0.086482,-1.368053,6
ZTF25aanpvix,g,NaN,10.772,0.000,17.996,40.476,629.6,20,NaN,0.027036,0.026472,0.025747,0.025922,0.000175,18.021464,18.047555,0.000000,0.026255,14590.3,8264.2,-5.708,-117.956,0.542914,1.817372,1145.397,0.028613,0.025239,1.100990,0.042456,0.042456,-0.009355,-1.232449,0
ZTF25aanpvix,r,5.386,10.772,10.772,17.895,13.183,148.4,39,NaN,-0.018796,0.019463,0.025671,0.024159,-0.001512,18.296922,18.319396,-17.244989,0.020656,14590.3,8264.2,-5.708,-117.956,0.247666,0.880775,1172.923,0.036160,-0.066762,1.049218,0.008478,0.008478,-0.181700,-1.093418,2
ZTF25aanqbbl,g,6.198,5.423,40.478,17.826,1.267,1776.3,11,19.367,-0.159045,0.105038,0.100148,0.093609,-0.006540,20.018271,20.103733,-24.339991,0.075836,15844.1,7087.3,15.828,-286.747,0.690346,2.278123,1302.427,0.110343,-0.198667,1.127801,0.000364,0.000364,0.432820,-1.012807,2
ZTF25aanqbbl,r,6.198,5.423,42.027,17.927,1.639,303.8,11,21.691,-0.117217,0.039220,0.035334,0.047574,0.012240,18.927437,18.988437,-20.762325,0.074493,15844.1,7087.3,15.828,-286.747,0.379625,1.225505,1061.630,0.088540,-0.126478,1.068361,0.002033,0.002033,-0.153233,-1.293892,3
ZTF25aantell,g,4.075,2.547,9.677,18.506,0.032,45.6,6,NaN,-0.091828,0.094549,-0.060539,-0.087640,-0.027101,19.051727,18.943128,7.697916,-0.118810,11884.3,7691.6,-32.036,-142.357,0.285676,0.944783,591.120,0.110840,-0.119650,1.051054,0.000059,0.000059,0.382493,-1.102277,4
ZTF25aantkgq,g,6.546,3.927,11.782,18.538,0.307,108.0,8,26.182,-0.151275,0.061170,-0.021500,0.001891,0.023391,18.540879,18.562315,0.726940,0.036324,11525.8,7984.1,6.705,-239.519,0.345356,1.310189,711.310,0.073193,-0.165971,1.051816,0.000869,0.000869,0.545626,-0.535009,4
ZTF25aantkgq,r,9.164,3.273,16.364,18.534,0.848,34.4,11,NaN,-0.126548,0.058165,-0.141351,-0.136827,0.004524,19.456793,19.325925,14.246113,-0.123593,11525.8,7984.1,6.705,-239.519,0.359203,1.362832,492.317,0.059239,-0.144956,1.038105,0.005701,0.005701,0.971219,0.169850,1
ZTF25aantruy,r,9.278,9.278,17.230,18.496,1.228,196.7,24,31.809,-0.110103,0.040142,0.037504,0.035130,-0.002374,20.180642,20.213086,-43.776142,0.029489,12011.7,4347.7,29.559,-15.844,0.551908,1.771284,830.707,0.050088,-0.169264,1.095766,0.011915,0.011915,0.089888,-1.210884,3
ZTF25aantruy,g,7.952,10.603,15.904,18.463,2.636,703.0,21,NaN,-0.046681,0.014721,0.054108,0.061170,0.007062,18.740117,18.807927,-7.174002,0.073966,12011.7,4347.7,29.559,-15.844,1.024191,2.677996,934.893,0.101071,-0.068176,1.143428,0.011924,0.011924,0.202515,-1.614697,1
ZTF25aantvvp,g,7.678,4.134,14.175,19.033,0.140,18.3,7,NaN,-0.021115,0.082163,0.086095,0.080255,-0.005841,19.876217,19.947846,-14.766027,0.060613,9336.0,7153.4,5.303,-193.323,0.203083,0.762656,430.788,0.089281,-0.024668,1.040070,0.001912,0.001912,1.508598,1.244615,1
ZTF25aantvvp,r,8.860,2.953,15.357,19.024,0.911,19.8,12,NaN,-0.152607,0.034723,-0.162294,-0.155614,0.006681,19.874752,19.728248,12.261378,-0.135292,9336.0,7153.4,5.303,-193.323,0.404087,1.518514,432.713,0.036355,-0.167468,1.020820,0.008190,0.008190,1.408043,0.970971,2
ZTF25aanvpit,r,6.633,11.939,11.939,18.191,0.632,47.7,54,39.797,-0.116958,0.041859,0.008768,0.010708,0.001940,18.251800,18.266173,-6.152253,0.019561,14228.7,6734.5,-13.232,-77.906,0.565447,2.007318,501.628,0.064338,-0.310429,1.098543,0.005205,0.005205,0.386103,-0.972068,7
ZTF25aanvpit,g,5.306,14.592,10.613,18.033,0.254,100.8,19,25.205,-0.134396,-0.048170,-0.335594,-0.286230,0.049364,18.632846,18.405232,6.611080,-0.166770,14228.7,6734.5,-13.232,-77.906,0.789978,2.344034,418.817,0.108970,-0.377768,1.081015,0.001752,0.001752,-0.214319,-1.437795,7
ZTF25aanxgnn,r,7.443,8.931,16.374,18.156,9.701,305.9,40,35.725,-0.057775,0.038928,0.025806,0.022756,-0.003050,18.897138,18.917716,-18.678683,0.019392,14787.6,4292.9,10.917,-18.628,0.654213,2.202600,895.373,0.055473,-0.079583,1.121314,0.144436,0.144436,0.368685,-1.020885,5
ZTF25aanxgnn,g,8.931,10.420,16.374,17.906,5.894,1204.5,21,20.840,-0.181941,0.024615,-0.146680,-0.118554,0.028126,18.117530,18.026585,5.266271,-0.064402,14787.6,4292.9,10.917,-18.628,1.119893,3.264802,1119.766,0.090502,-0.317368,1.176978,0.021947,0.021947,-0.122220,-1.382273,3
ZTF25aanxipy,g,7.853,12.565,15.706,18.152,1.117,657.4,20,31.413,-0.044713,0.004607,0.017251,0.013204,-0.004046,21.036464,21.045586,-49.153078,0.005032,14433.3,4468.8,-37.626,15.278,1.094483,2.899392,912.528,0.085386,-0.084686,1.152626,0.008305,0.008305,0.037515,-1.628603,1
ZTF25aanxipy,r,9.424,9.424,15.706,18.015,4.920,451.4,30,26.701,-0.113353,0.028343,0.024556,0.027784,0.003227,18.954479,18.985958,-24.320312,0.035477,14433.3,4468.8,-37.626,15.278,0.741188,2.321270,929.667,0.060324,-0.244364,1.128849,0.013045,0.013045,0.056212,-1.290656,3
ZTF25aanxtou,g,34.266,8.566,52.772,19.336,0.950,17.4,25,59.965,-0.048527,0.075367,0.045181,0.050540,0.005359,19.614093,19.669873,-10.251404,0.060822,8759.5,4120.1,-0.599,-91.712,0.551378,1.903441,368.866,0.085476,-0.058833,1.098440,0.013309,0.013309,0.958302,-0.250070,4
ZTF25aanxtou,r,27.413,8.566,49.345,18.995,0.981,27.4,34,63.392,-0.062002,0.060322,-0.050120,-0.044066,0.006054,19.726846,19.688460,33.265792,-0.033216,8759.5,4120.1,-0.599,-91.712,0.484223,1.810631,501.757,0.071795,-0.094707,1.072510,0.006767,0.006767,0.823093,-0.275631,4
ZTF25aanyoqd,r,NaN,9.619,0.000,20.188,1.462,1.5,22,NaN,0.000000,0.000000,0.000000,0.000000,0.000000,20.187834,20.187834,-33.000787,0.000000,5476.8,5476.8,NaN,-0.000,0.000000,0.000002,187.873,0.000000,0.000000,1.000000,0.046510,0.046510,0.000000,-1.200960,0
ZTF25aanztch,r,9.778,4.563,13.689,18.375,0.498,120.6,10,24.118,-0.116551,0.017519,-0.016682,-0.012561,0.004121,18.392398,18.382569,3.724982,-0.006437,11563.5,6681.5,-8.877,-36.418,0.354542,0.983141,960.157,0.106484,-0.191227,1.046820,0.000684,0.000684,0.267926,-1.556882,1
ZTF25aanztch,g,5.867,5.215,9.778,18.731,1.498,68.8,11,22.163,-0.126978,0.092216,0.107950,0.108233,0.000284,19.774147,19.879844,-15.228508,0.100312,11563.5,6681.5,-8.877,-36.418,0.482860,1.546192,670.198,0.108516,-0.193310,1.082548,0.004031,0.004031,0.597913,-0.927718,1
ZTF25aaocnsp,g,7.092,3.546,12.411,17.730,0.744,292.5,7,15.957,-0.251825,0.113283,0.053183,0.073336,0.020154,17.891579,17.981740,-2.531644,0.103631,18918.0,11194.1,48.547,-408.460,0.610259,2.184569,832.985,0.126949,-0.297390,1.092025,0.006158,0.006158,0.454375,-0.913411,1
ZTF25aaocnsp,r,7.683,3.546,13.002,17.258,0.382,290.9,7,NaN,-0.279978,0.059249,-0.292620,-0.302220,-0.009600,18.828672,18.530776,11.000792,-0.280765,18918.0,11194.1,48.547,-408.460,0.640050,2.435378,847.101,0.064938,-0.302826,1.037781,0.000446,0.000446,1.587042,1.507413,2
ZTF25aaodumi,r,7.897,5.265,15.794,18.082,0.254,455.8,9,14.039,-0.230949,0.082436,-0.068320,0.009584,0.077904,18.801916,18.883296,-16.183054,0.128949,14444.1,7244.5,-19.703,-88.249,0.689596,2.677411,830.142,0.208862,-0.270710,1.082868,0.001255,0.001255,0.528922,-0.097290,5
ZTF25aaoecgp,r,15.629,7.815,1464.278,19.942,1.484,7.4,28,NaN,-0.000870,-0.009389,0.006248,0.009099,0.002851,20.520127,20.532067,287.430214,0.014742,6134.4,4579.2,-20.555,-128.675,0.285519,1.499200,225.356,0.055162,-0.040797,1.031839,0.040198,0.040198,-0.768483,2.108093,7
ZTF25aaoefsh,r,3.879,17.455,14.586,17.533,32.163,13065.3,63,NaN,0.020614,0.050060,0.066023,0.064177,-0.001846,19.070599,19.132729,-28.257915,0.059907,19249.4,3935.6,28.094,-9.134,1.201659,3.828840,4382.909,0.071537,-0.029145,1.218375,0.016958,0.016958,-0.133105,-1.237967,3
