object,band,rise_time_days,decay_time_days,t0_days,peak_mag,chi2,baseline_chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,gp_dfdt_now,gp_dfdt_next,gp_d2fdt2_now,gp_predicted_mag_1d,gp_predicted_mag_2d,gp_time_to_peak,gp_extrap_slope,gp_T_peak,gp_T_now,gp_dTdt_peak,gp_dTdt_now,gp_sigma_f,gp_peak_to_peak,gp_snr_max,gp_dfdt_max,gp_dfdt_min,gp_frac_of_peak,gp_post_var_mean,gp_post_var_max,gp_skewness,gp_kurtosis,gp_n_inflections
ZTF25aaittoe,g,9.579,8.621,16.284,18.330,0.884,95.1,15,22.989,-0.248775,0.058467,0.018692,0.024294,0.005602,18.411449,18.444002,-4.630252,0.043595,12550.1,6402.6,-14.695,-236.851,0.796649,2.871530,606.496,0.119715,-0.296574,1.107801,0.004391,0.004391,0.463308,-0.811268,4
ZTF25aaittqc,g,6.120,12.241,10.711,17.023,2.056,4158.2,31,22.952,-0.025583,0.013791,-0.016569,-0.000176,0.016393,17.024623,17.040188,0.569423,0.030379,22975.5,6052.5,39.950,-49.818,1.184920,3.278135,1706.093,0.100713,-0.139044,1.192574,0.004359,0.004359,-0.309817,-1.526246,3
ZTF25aaittqc,r,4.590,10.711,10.711,17.126,6.275,933.1,43,29.072,-0.036474,0.021757,0.005664,0.018943,0.013279,17.148139,17.178750,-1.432545,0.040475,22975.5,6052.5,39.950,-49.818,0.837128,2.515191,1456.313,0.070256,-0.149641,1.146868,0.006056,0.006056,0.172343,-1.385842,3
ZTF25aaiushx,g,4.576,12.202,9.151,17.256,1.548,2165.3,31,NaN,-0.006873,0.013155,0.110333,0.106414,-0.003919,18.998859,19.100931,-18.746551,0.097419,20941.1,5136.3,26.512,113.723,1.242619,3.396044,1497.356,0.119108,-0.120456,1.193443,0.005177,0.005177,-0.413582,-1.442699,3
ZTF25aaiushx,r,4.576,10.677,9.151,17.295,4.294,756.7,64,NaN,-0.008548,0.029480,0.071417,0.072441,0.001023,17.687731,17.758659,-6.876227,0.067288,20941.1,5136.3,26.512,113.723,1.001200,3.028689,1207.380,0.072751,-0.124779,1.159899,0.009556,0.009556,0.143734,-1.356237,5
ZTF25aaivcgm,r,NaN,49.224,0.000,17.189,1.027,2.3,6,NaN,0.025122,-0.000115,0.048814,0.048952,0.000139,17.238183,17.286998,-0.002014,0.048403,21790.4,21543.9,NaN,0.066,0.249002,0.709347,803.287,0.048839,-0.021803,1.001437,0.000563,0.000563,0.699122,-1.102381,1
ZTF25aaiwalj,r,12.720,6.360,18.020,15.122,21.564,11696.1,11,26.500,-0.321249,0.035565,-0.352974,-0.457700,-0.104726,18.798855,18.273360,17.954220,-0.550317,50000.0,24689.7,-436.924,-380.411,0.877823,4.161187,3990.086,0.070812,-0.550189,1.085068,0.000480,0.000480,2.093037,4.577694,6
ZTF25aaiwalj,g,9.540,7.420,15.900,14.990,29.690,28041.1,12,24.380,-0.355823,0.082070,0.072576,0.079381,0.006804,15.678020,15.763934,-15.082606,0.092033,50000.0,24689.7,-436.924,-380.411,1.100887,4.463759,4347.240,0.113692,-0.482557,1.162635,0.000744,0.000744,0.925007,0.290687,2
ZTF25aaixekc,r,2.523,1.892,7.568,17.913,0.011,469.9,8,11.352,-0.323111,-0.042205,-0.060442,0.060442,0.120885,18.540875,18.629298,-11.394750,0.034952,16512.6,10179.0,1044.755,-262.966,0.540588,3.273137,1030.641,0.357606,-1.841891,1.031199,0.000036,0.000036,3.063944,11.680639,7
ZTF25aaixekc,g,NaN,5.046,0.000,17.505,138.619,1296.8,9,NaN,0.062073,0.042946,0.062713,0.062705,-0.000009,17.995416,18.058008,-6.911088,0.062374,16512.6,10179.0,1044.755,-262.966,0.516134,1.707263,1450.064,0.062723,0.036623,1.097532,0.044177,0.044177,-0.154618,-1.234321,1
ZTF25aaixenf,g,4.412,9.926,8.823,18.220,5.936,27.8,5,NaN,-0.014698,0.011922,0.030009,0.037876,0.007866,18.329903,18.375456,-4.176947,0.052969,14663.6,5559.0,31.237,-29.594,0.979847,2.507333,310.740,0.100953,-0.053242,1.135020,0.043043,0.043043,0.083456,-1.660382,1
ZTF25aaixenf,r,6.617,7.720,12.132,17.857,0.884,43.1,17,NaN,-0.052326,0.050319,0.037401,0.038472,0.001071,18.818118,18.857988,-23.850681,0.041524,14663.6,5559.0,31.237,-29.594,0.540958,1.774233,364.232,0.053028,-0.103972,1.099358,0.006694,0.006694,0.409524,-1.032858,3
ZTF25aaixfyj,g,NaN,19.262,11.040,18.927,1.655,46.5,12,NaN,0.020938,0.010879,0.023200,0.023140,-0.000060,19.864343,19.887414,-41.923206,0.022993,10253.2,4535.1,NaN,-2.540,0.614905,1.942651,293.983,0.023366,0.006551,1.102637,0.023352,0.023352,-0.224475,-1.295191,1
ZTF25aaixfyj,r,NaN,17.122,11.040,18.725,2.575,50.2,79,NaN,0.007878,0.026417,0.002259,0.001824,-0.000435,19.003107,19.004557,-39.893588,0.001146,10253.2,4535.1,NaN,-2.540,0.528017,1.608930,577.357,0.043267,-0.004119,1.085454,0.014801,0.014801,0.897078,-0.685327,3
ZTF25aaixhor,g,NaN,13.859,10.955,19.640,0.823,7.0,16,NaN,0.016903,-0.002486,0.007457,0.007071,-0.000386,20.292767,20.299452,-46.004861,0.006298,7385.3,5849.5,NaN,-8.095,0.222395,0.715051,325.034,0.017332,-0.004702,1.033800,0.011563,0.011563,-0.895766,-0.569579,1
ZTF25aaixhor,r,10.394,15.592,30.012,19.405,1.380,3.1,32,NaN,-0.001558,0.009565,0.008435,0.008588,0.000153,19.618246,19.626984,-47.767597,0.008885,7385.3,5849.5,NaN,-8.095,0.115235,0.380872,395.566,0.010705,-0.003022,1.019628,0.007011,0.007011,0.971411,-0.378624,0
ZTF25aaixhxe,r,3.524,24.666,78.039,17.338,22.251,2731.7,79,NaN,0.040368,0.005139,-0.019146,-0.020373,-0.001227,20.203788,20.182268,-163.642245,-0.022583,16178.3,4720.5,NaN,44.180,0.938076,3.018831,1581.200,0.060548,-0.019990,1.164069,0.016316,0.016316,-0.982671,-0.282850,5
ZTF25aaixhxe,g,NaN,28.190,70.992,18.282,3.089,999.9,45,NaN,0.044343,-0.014878,0.024061,0.022842,-0.001219,20.752621,20.774282,-60.858484,0.020522,16178.3,4720.5,NaN,44.180,0.976736,3.159410,974.332,0.053941,-0.021416,1.139824,0.034732,0.034732,-1.154826,-0.069143,4
ZTF25aaixppk,g,NaN,21.845,55.806,19.848,0.412,0.6,66,NaN,0.001411,0.001501,0.001508,0.001508,0.000000,19.987792,19.989300,-94.826887,0.001508,6489.4,5645.7,-0.246,-6.832,0.058340,0.196997,251.267,0.001508,0.001374,1.009925,0.015301,0.015301,0.028276,-1.212638,0
ZTF25aaixppk,r,19.115,21.845,91.305,19.745,0.487,0.5,103,NaN,-0.003725,0.005143,0.006217,0.006178,-0.000039,20.043080,20.049215,-66.421406,0.006089,6489.4,5645.7,-0.246,-6.832,0.148230,0.454281,309.568,0.006392,-0.006015,1.023008,0.014960,0.014960,0.648339,-1.019828,1
ZTF25aaixrfr,g,9.112,27.337,30.126,18.598,2.121,108.8,40,NaN,-0.000545,0.015565,0.025089,0.024813,-0.000276,19.392563,19.417076,-40.789063,0.024194,11631.5,4878.2,-2.337,-15.588,0.776560,2.307725,687.440,0.026137,-0.022629,1.124086,0.011475,0.011475,0.041933,-1.410023,2
ZTF25aaixrfr,r,15.187,27.337,39.238,18.489,2.408,42.8,80,NaN,-0.004282,0.010454,0.001843,0.002299,0.000456,18.496203,18.498957,-5.697750,0.003209,11631.5,4878.2,-2.337,-15.588,0.527590,1.483411,980.750,0.018279,-0.010477,1.080230,0.012716,0.012716,0.397811,-1.405322,1
ZTF25aaiylpu,g,4.585,8.254,9.171,17.608,0.713,120.9,11,NaN,-0.010360,0.026022,0.033213,0.031054,-0.002159,18.507179,18.535933,-27.765616,0.026336,18888.5,13447.3,53.762,-136.224,0.370086,1.047522,1096.617,0.042927,-0.023619,1.059492,0.000748,0.000748,0.439959,-1.363761,1
ZTF25aaiylpu,r,3.668,4.585,8.254,17.391,0.000,36.1,10,NaN,-0.031477,0.009918,0.014702,-0.082373,-0.097076,17.722171,17.579688,8.253644,-0.101369,18888.5,13447.3,53.762,-136.224,0.098399,0.428726,1238.687,0.070096,-0.140640,1.024653,0.000000,0.000000,0.122324,0.119969,10
ZTF25aaiyxzl,g,5.502,9.903,11.003,17.956,0.592,776.8,13,25.307,-0.091492,0.059215,0.067936,0.069039,0.001102,20.206145,20.275202,-33.876745,0.067498,14657.9,5602.1,9.624,-53.604,0.876520,2.644982,1242.565,0.097295,-0.192119,1.147303,0.001825,0.001825,0.343484,-1.291578,3
ZTF25aaiyxzl,r,6.602,7.702,13.204,18.119,1.093,152.1,15,33.009,-0.070739,0.050159,-0.079589,-0.071658,0.007931,18.318459,18.256189,6.262422,-0.051665,14657.9,5602.1,9.624,-53.604,0.454686,1.557410,931.004,0.058378,-0.093678,1.085955,0.000882,0.000882,0.266295,-0.891151,4
ZTF25aaiyywg,g,3.326,2.957,5.913,18.301,0.605,54.3,5,NaN,-0.069719,0.050544,0.031738,0.020291,-0.011447,18.977964,18.987529,-12.195821,0.000075,12763.7,10653.7,29.814,69.743,0.213475,0.656779,970.670,0.076117,-0.090412,1.035888,0.000340,0.000340,0.500164,-1.104289,1
ZTF25aaiyywg,r,3.326,1.848,5.174,18.396,0.000,8.3,6,NaN,-0.060417,0.004694,-0.006970,-0.051968,-0.044999,18.538684,18.497119,-11.746096,-0.002693,12763.7,10653.7,29.814,69.743,0.067947,0.259594,722.005,0.048343,-0.122388,1.007214,0.000000,0.000000,-0.059531,-0.786735,7
ZTF25aaizkcc,g,9.552,12.736,17.512,17.730,11.811,1956.0,19,27.064,-0.074980,0.026025,0.031627,0.032710,0.001082,20.623257,20.656883,-56.400093,0.034340,17006.4,4941.3,30.848,-75.410,1.022946,2.998964,1213.228,0.095367,-0.120769,1.169142,0.011277,0.011277,-0.067995,-1.520222,2
ZTF25aaizkcc,r,7.960,11.144,14.328,17.697,1.253,476.2,29,28.656,-0.118587,0.031214,0.038504,0.034688,-0.003816,20.063185,20.092409,-61.654873,0.022333,17006.4,4941.3,30.848,-75.410,0.759339,2.396241,983.927,0.077407,-0.262945,1.135405,0.007878,0.007878,0.168223,-1.290319,6
ZTF25aaizkhw,r,4.584,5.501,8.251,18.135,0.734,135.3,42,NaN,-0.062635,0.067604,-0.060893,-0.036799,0.024094,18.149354,18.135516,2.136358,0.006873,12864.9,5349.7,-70.146,148.418,0.650043,2.014347,704.836,0.106543,-0.156565,1.110933,0.006322,0.006322,0.660035,-0.896005,3
ZTF25aaizkhw,g,3.667,6.417,7.334,18.524,0.068,126.7,11,NaN,-0.046940,-0.065754,0.000219,0.035372,0.035153,18.562931,18.633102,-0.727135,0.102053,12864.9,5349.7,-70.146,148.418,0.850915,2.595208,527.420,0.166077,-0.129993,1.097526,0.002625,0.002625,-0.004036,-1.288326,5
ZTF25aaizniw,g,6.188,6.188,10.830,18.479,0.594,107.7,19,23.980,-0.084211,0.085300,0.100440,0.102953,0.002514,19.482802,19.587578,-14.111195,0.105772,12033.6,6105.1,-2.106,-94.015,0.663232,2.065294,842.449,0.105896,-0.119519,1.111763,0.006303,0.006303,0.631102,-0.962837,1
ZTF25aaizniw,r,10.056,4.641,15.471,18.407,1.504,38.0,16,23.207,-0.107244,-0.000234,-0.043984,-0.032907,0.011078,18.567099,18.538717,7.489587,-0.028412,12033.6,6105.1,-2.106,-94.015,0.372617,1.137656,672.805,0.120471,-0.173309,1.051735,0.004459,0.004459,-0.115722,-1.626956,5
ZTF25aaizucq,g,1.612,17.728,3.223,18.481,3.628,577.6,11,NaN,0.019399,0.012211,0.034996,0.038088,0.003092,18.727943,18.769053,-11.807492,0.044050,11647.2,3600.7,-6.833,-3.816,1.170139,3.101356,748.781,0.072606,-0.008006,1.167111,0.015540,0.015540,-0.105553,-1.576039,1
ZTF25aaizucq,r,8.058,9.670,14.505,18.453,0.924,154.8,22,35.456,-0.065982,0.033783,-0.044167,-0.030985,0.013182,18.474781,18.456543,2.416617,-0.006165,11647.2,3600.7,-6.833,-3.816,0.672689,2.174758,637.027,0.049134,-0.143788,1.117857,0.008295,0.008295,0.260820,-1.098317,3
ZTF25aaizuju,r,29.735,NaN,125.815,19.417,4781.969,5284.3,32,NaN,-0.000000,-0.000000,-0.000000,-0.000000,0.000000,19.417195,19.417195,20.983032,-0.000000,13145.6,7863.8,123.026,796.175,0.000002,0.000005,1711.297,-0.000000,-0.000000,1.000000,1.605220,1.605220,0.000000,-1.200960,0
ZTF25aaizuju,g,11.564,23.127,89.472,17.156,11.847,8189.1,19,3.304,-0.021903,0.012765,-1.466162,-0.335407,1.130755,18.110061,18.655052,-23.324378,0.650271,13145.6,7863.8,123.026,796.175,1.156667,4.335925,1807.601,1.455229,-1.971002,1.130070,0.003661,0.003661,-0.250282,-0.773798,16
ZTF25aaizxrf,r,NaN,11.378,38.906,18.365,4.243,271.6,25,NaN,0.036449,0.029721,0.039148,0.039413,0.000265,18.952294,18.991945,-15.062361,0.039864,8796.6,3884.3,NaN,-30.920,0.686227,2.236022,649.516,0.040607,0.024774,1.121753,0.024506,0.024506,-0.081390,-1.281606,1
ZTF25aaizxrf,g,NaN,11.378,38.906,19.953,0.877,12.2,15,NaN,0.021300,0.014507,0.020145,0.019579,-0.000566,21.051344,21.070338,-46.009086,0.018392,8796.6,3884.3,NaN,-30.920,0.417552,1.313958,224.404,0.026173,0.009624,1.065854,0.018613,0.018613,-0.132035,-1.335359,0
ZTF25aaizxvv,r,NaN,8.483,0.000,18.709,11.505,15.5,19,NaN,0.006384,0.006360,0.006383,0.006384,0.000001,18.746832,18.753217,-5.000729,0.006385,10823.9,9292.0,NaN,-27.205,0.097635,0.331374,376.146,0.006388,0.006348,1.017712,0.090494,0.090494,-0.001808,-1.201949,0
ZTF25aaizyki,r,NaN,16.965,34.916,18.243,1.893,140.4,37,NaN,0.033551,0.020796,0.025422,0.025242,-0.000180,20.616191,20.641248,-74.906308,0.024865,10193.4,3651.3,NaN,-5.711,0.903536,2.962392,527.843,0.035571,0.015481,1.162384,0.014675,0.014675,-0.219195,-1.213253,1
ZTF25aaizyki,g,NaN,19.085,34.916,19.435,0.625,4.4,33,NaN,0.024763,0.008517,0.007423,0.006258,-0.001166,20.418265,20.423473,-43.938785,0.004283,10193.4,3651.3,NaN,-5.711,0.467653,1.531196,168.241,0.033291,-0.008700,1.076991,0.037240,0.037240,-0.545354,-0.764855,3
ZTF25aajawti,g,6.199,6.199,12.398,18.440,0.655,169.7,10,NaN,-0.050884,0.099069,0.108246,0.106741,-0.001505,19.847196,19.951443,-18.536772,0.100808,12148.7,6301.4,0.503,-161.225,0.612450,1.967323,862.507,0.108680,-0.063160,1.106690,0.002174,0.002174,0.877488,-0.602778,1
ZTF25aajawti,r,6.974,5.424,12.398,18.476,1.047,36.2,18,NaN,-0.076759,0.033739,0.041403,0.043136,0.001734,18.724689,18.768792,-7.756841,0.044401,12148.7,6301.4,0.503,-161.225,0.281223,0.883623,837.459,0.044398,-0.111754,1.047826,0.003524,0.003524,0.221977,-1.309850,1
ZTF25aajbcmc,r,15.911,5.304,25.457,17.826,0.786,172.6,13,NaN,-0.098772,0.008041,0.003985,0.003811,-0.000173,17.863339,17.867010,-9.624452,0.003596,16319.3,12929.8,1.395,-164.944,0.394573,1.527500,857.697,0.015313,-0.129422,1.008679,0.000981,0.000981,1.853122,2.299879,2
ZTF25aajbcmc,g,16.971,7.425,25.457,17.808,0.853,166.5,11,44.550,-0.107801,0.047933,-0.108677,-0.099059,0.009619,18.367656,18.278487,18.400791,-0.079254,16319.3,12929.8,1.395,-164.944,0.403219,1.582799,1028.104,0.050547,-0.146856,1.048088,0.000721,0.000721,1.148502,0.628784,1
ZTF25aajbdhk,r,2.223,0.556,6.669,19.813,0.000,0.6,6,NaN,-0.023249,0.089740,0.112234,0.072023,-0.040211,20.078161,20.074738,-2.408408,-0.043558,6126.2,5860.8,-25.097,-132.949,0.068801,0.207206,256.149,0.115933,-0.045959,1.009726,0.000009,0.000009,-0.045544,-1.370371,2
ZTF25aajbdhk,g,0.556,0.371,3.149,19.950,0.000,0.9,5,NaN,-0.034981,-0.088218,-0.035670,0.052390,0.088060,20.105264,20.253103,-1.898587,-0.146793,6126.2,5860.8,-25.097,-132.949,0.063748,0.303034,254.431,0.220182,-0.222499,1.006273,0.000001,0.000001,0.148568,0.688649,11
ZTF25aajcusp,r,5.627,9.847,11.253,16.317,3.676,1583.0,19,32.354,-0.083749,0.045508,0.065047,0.072478,0.007431,18.674965,18.751906,-53.727951,0.077338,32590.1,8858.5,-94.085,-181.786,0.767692,2.581565,2137.228,0.099883,-0.275558,1.158214,0.000488,0.000488,0.143171,-1.221342,7
ZTF25aajcusp,g,7.033,11.253,12.660,16.312,12.287,7512.1,25,21.100,-0.085157,0.009227,0.013572,0.013820,0.000249,19.402643,19.416455,-56.267073,0.013525,32590.1,8858.5,-94.085,-181.786,1.116451,3.077216,2429.132,0.111945,-0.237071,1.188652,0.004556,0.004556,-0.291683,-1.493734,2
ZTF25aajdsux,r,7.923,5.282,1953.351,18.405,2.510,291.0,39,31.693,0.012906,0.028618,0.015363,0.019089,0.003726,19.058755,19.082487,-18.534255,0.028537,12433.1,6380.1,77.433,-77.853,0.922112,2.730458,834.212,0.268386,-0.275016,1.056854,0.022449,0.022449,0.566712,-1.195282,6
ZTF25aajdsux,g,5.282,5.282,1952.031,18.406,1.453,300.6,16,18.488,0.061506,0.069573,-0.100775,-0.147056,-0.046281,21.018147,20.827551,14.178278,-0.228508,12433.1,6380.1,77.433,-77.853,0.883745,2.926311,646.994,0.111509,-0.284921,1.100808,0.006363,0.006363,0.295027,-1.097203,5
ZTF25aajdyvz,g,NaN,17.355,10.001,18.414,0.983,106.0,31,NaN,0.034400,-0.006511,0.005729,0.006200,0.000471,19.875000,19.881709,-67.871482,0.007252,12007.3,5332.9,NaN,-2.418,0.565658,2.046344,731.870,0.037536,-0.018696,1.096291,0.015237,0.015237,-0.917813,-0.065027,3
ZTF25aajdyvz,r,NaN,14.462,10.001,18.552,1.758,14.8,41,NaN,0.011949,0.025974,-0.000844,-0.000645,0.000199,18.971341,18.970927,-63.884896,-0.000153,12007.3,5332.9,NaN,-2.418,0.453646,1.751712,582.895,0.027459,-0.001342,1.094420,0.004847,0.004847,1.042238,0.029694,3
ZTF25aajesph,r,2.294,5.162,4.588,18.457,0.399,44.9,10,NaN,-0.010985,0.001041,0.027102,0.019605,-0.007497,19.183746,19.196194,-16.530922,0.005878,12307.9,6877.7,-13.000,-98.572,0.294954,0.746144,662.965,0.062161,-0.035870,1.039042,0.002476,0.002476,0.004436,-1.694172,1
ZTF25aajesph,g,2.294,5.735,4.015,18.401,1.187,176.6,6,NaN,-0.003037,0.093680,0.031107,0.040182,0.009076,18.512251,18.561456,-4.001040,0.058034,12307.9,6877.7,-13.000,-98.572,0.606696,1.808616,825.582,0.107127,-0.025164,1.098291,0.015438,0.015438,0.546991,-1.159700,1
ZTF25aajffqa,g,6.423,10.276,12.846,17.264,0.589,471.2,13,23.122,-0.131219,0.046967,0.071373,0.075676,0.004303,18.074516,18.154556,-14.039527,0.084097,19931.9,6630.8,-36.211,-158.951,0.991970,2.964628,1111.587,0.091329,-0.250211,1.170696,0.001343,0.001343,0.098300,-1.365909,4
ZTF25aajffqa,r,14.130,6.423,19.268,17.385,0.957,349.1,17,28.260,-0.115826,0.041772,0.058643,0.074917,0.016274,17.569075,17.652815,-2.778538,0.086130,19931.9,6630.8,-36.211,-158.951,0.513231,2.164652,951.304,0.300407,-0.374436,1.112131,0.000718,0.000718,0.729990,0.254921,9
ZTF25aajfjhm,r,28.369,13.093,1677.297,18.214,1.406,88.4,28,76.377,-0.078621,0.017451,0.008753,0.007356,-0.001397,18.950522,18.956492,-48.364925,0.004610,14220.7,10934.4,0.381,-65.831,0.950902,3.140143,760.819,0.022924,-0.097069,1.041222,0.011395,0.011395,1.232089,0.180618,2
ZTF25aajfjhm,g,19.640,32.733,1670.750,17.988,0.667,158.2,10,NaN,-0.039014,0.014251,-0.076393,-0.079153,-0.002759,19.347079,19.265735,27.048651,-0.082941,14220.7,10934.4,0.381,-65.831,0.727386,2.076677,883.945,0.023353,-0.084136,1.023366,0.000877,0.000877,1.138282,-0.388557,4
ZTF25aajfota,r,43.050,NaN,47.942,18.723,0.128,67.9,12,NaN,-0.197252,-0.011396,-0.052679,-0.071310,-0.018631,18.916726,18.828982,15.981157,-0.073011,10788.9,9882.9,-17.017,2.894,0.569581,2.488991,596.303,0.391181,-0.637939,1.000000,0.000914,0.000914,2.319346,4.733304,8
ZTF25aajfota,g,9.784,1.957,38.158,18.654,0.518,34.5,11,NaN,-0.004888,0.038645,0.052974,0.049210,-0.003764,19.138119,19.183218,-9.784096,0.041020,10788.9,9882.9,-17.017,2.894,0.795078,2.077339,596.142,0.057728,-0.120258,1.023313,0.000999,0.000999,-0.102193,-1.669942,2
ZTF25aajfyro,g,13.833,12.104,27.667,17.126,13.065,3192.8,29,25.938,-0.125182,0.014221,-0.080220,-0.068726,0.011495,17.287001,17.230180,6.745957,-0.044672,21028.2,7473.4,37.012,190.156,1.040200,2.926892,1799.880,0.092127,-0.141392,1.168458,0.007243,0.007243,-0.203972,-1.457219,2
ZTF25aajfyro,r,13.833,6.917,31.125,17.339,4.055,505.8,45,39.771,-0.073656,0.022832,-0.022803,-0.005436,0.017367,17.337174,17.351729,0.269566,0.034617,21028.2,7473.4,37.012,190.156,0.780206,2.732534,1396.345,0.332560,-0.333559,1.096645,0.004632,0.004632,0.341741,-1.017343,9
ZTF25aajfyvr,g,10.765,10.765,20.184,18.140,2.374,185.2,18,41.713,-0.054465,0.048124,0.052052,0.052267,0.000214,19.073488,19.125882,-24.854536,0.052438,14034.4,7207.1,33.507,46.685,0.587793,1.902614,812.957,0.052435,-0.081577,1.104883,0.006234,0.006234,0.594304,-0.913367,1
ZTF25aajfyvr,r,14.801,6.728,22.875,18.136,2.120,76.5,40,48.441,-0.070214,0.032111,-0.203837,-0.186885,0.016952,19.112866,18.951291,20.745711,-0.130893,14034.4,7207.1,33.507,46.685,0.398103,1.604497,804.457,0.074692,-0.209812,1.055356,0.005400,0.005400,0.612127,-0.518268,7
ZTF25aajfzlt,r,14.371,4.491,18.862,17.885,0.669,158.0,12,27.845,-0.140201,0.012214,-0.019657,0.010638,0.030296,18.687724,18.726450,-18.196652,0.053375,16947.7,8226.6,4.809,-95.699,0.417674,1.723240,1003.708,0.098211,-0.331308,1.053563,0.000642,0.000642,0.526155,-0.345740,10
ZTF25aajfzlt,g,7.186,6.287,13.473,17.528,4.008,671.2,13,22.455,-0.147918,0.087366,0.077757,0.078043,0.000286,18.252609,18.330891,-11.534902,0.078654,16947.7,8226.6,4.809,-95.699,0.680967,2.238114,1331.701,0.091018,-0.196482,1.127691,0.002388,0.002388,0.369781,-1.086935,1
ZTF25aajgcvv,r,7.957,5.570,13.526,18.574,1.395,22.5,20,27.849,-0.155624,0.024504,-0.178718,-0.164228,0.014490,19.251481,19.103427,9.545330,-0.130580,11028.0,6043.7,25.701,-111.197,0.397057,1.618025,451.908,0.057399,-0.209379,1.049699,0.019242,0.019242,0.525608,-0.210170,2
ZTF25aajgcvv,g,5.570,4.774,10.344,18.718,0.975,96.1,21,27.053,-0.152786,0.098592,0.001153,0.015448,0.014295,18.735780,18.759944,-0.615085,0.028001,11028.0,6043.7,25.701,-111.197,0.542744,1.733505,702.539,0.115392,-0.235822,1.092614,0.003661,0.003661,0.681075,-0.923223,3
ZTF25aajgfsk,r,15.887,5.296,20.124,18.724,0.694,4.7,21,NaN,-0.044434,0.038089,-0.139773,-0.119977,0.019796,19.090031,18.993989,18.033604,-0.070362,10745.1,7678.6,12.500,-52.844,0.211143,0.793033,420.890,0.048407,-0.153926,1.038968,0.003810,0.003810,0.711535,-0.416394,5
ZTF25aajghtw,g,4.421,6.631,8.105,18.567,0.679,111.2,10,NaN,-0.027159,0.055221,0.022161,0.013322,-0.008838,20.345449,20.350243,-27.912141,-0.003293,11292.6,6083.7,2.516,-105.872,0.629816,1.766529,608.325,0.097625,-0.047451,1.095143,0.003434,0.003434,0.500134,-1.328128,1
ZTF25aajghtw,r,4.421,5.895,8.105,18.666,1.482,13.4,37,NaN,-0.040829,0.043333,-0.028661,-0.017104,0.011557,18.672056,18.665922,2.130579,0.003953,11292.6,6083.7,2.516,-105.872,0.266217,0.919695,506.685,0.054890,-0.084095,1.049271,0.006486,0.006486,0.456870,-0.882830,2
ZTF25aajgoqd,g,8.319,14.558,14.558,16.828,8.895,2649.4,33,20.797,-0.071043,0.025730,0.075631,0.079390,0.003759,17.186639,17.267063,-5.440309,0.079220,23537.6,5510.4,-68.520,60.764,1.178585,3.686917,1188.379,0.099578,-0.292878,1.219012,0.023422,0.023422,-0.492077,-1.221861,7
ZTF25aajgoqd,r,8.319,12.478,18.718,17.123,14.538,1735.1,55,31.196,-0.068269,0.032213,0.052565,0.056154,0.003589,18.309181,18.368195,-31.370006,0.061063,23537.6,5510.4,-68.520,60.764,0.898112,2.889190,1390.841,0.062292,-0.126210,1.158456,0.041114,0.041114,0.056170,-1.230122,6
ZTF25aajhxmh,r,15.609,4.162,20.812,17.454,0.223,250.8,11,40.584,-0.065808,0.101119,0.060992,0.058948,-0.002044,17.679437,17.716739,9.790279,0.004238,17276.6,7337.5,5.943,-145.788,0.458948,1.622583,1236.454,0.127383,-0.147512,1.092964,0.000077,0.000077,1.211222,0.354812,6
ZTF25aajhxmh,g,7.284,7.284,13.528,17.792,1.434,464.6,7,31.218,-0.108880,0.094641,-0.179526,-0.176859,0.002667,18.959166,18.787883,13.527870,-0.162976,17276.6,7337.5,5.943,-145.788,0.658015,2.236740,1106.345,0.102894,-0.176765,1.125714,0.003667,0.003667,0.749611,-0.590267,3
ZTF25aajhxtl,g,NaN,5.699,0.000,18.715,0.113,1.4,5,NaN,0.021650,-0.003638,0.006184,0.004591,-0.001593,19.154521,19.157561,-23.954444,0.001543,10647.7,10647.7,NaN,136.986,0.145634,0.444622,321.870,0.023335,-0.007319,1.022089,0.000688,0.000688,-0.726451,-0.925834,1
ZTF25aajhxtl,r,11.398,NaN,34.905,18.360,2.380,6.7,11,NaN,-0.037269,-0.050389,-0.051107,-0.051227,-0.000120,18.862639,18.811358,10.954583,-0.051271,10647.7,10647.7,NaN,136.986,0.485542,1.607799,324.620,-0.032422,-0.051285,1.000000,0.040898,0.040898,-0.127590,-1.239601,1
ZTF25aajitmc,g,9.052,12.070,16.596,18.302,0.850,313.1,20,28.665,-0.060811,0.020128,0.043186,0.041060,-0.002127,20.769707,20.808793,-36.399470,0.037244,13034.0,4259.6,37.380,-12.628,1.054476,2.895493,693.783,0.095015,-0.095548,1.158210,0.019214,0.019214,0.031561,-1.576967,1
ZTF25aajitmc,r,10.561,10.561,18.104,18.303,2.331,168.8,40,33.191,-0.098468,0.030790,0.017375,0.014551,-0.002824,20.258465,20.270161,-53.823651,0.008847,13034.0,4259.6,37.380,-12.628,0.637065,1.966720,708.841,0.044657,-0.168116,1.107451,0.007732,0.007732,0.064280,-1.324825,3
ZTF25aajiutj,g,8.724,15.267,18.322,16.671,15.148,4548.8,38,23.991,-0.055835,0.020440,0.029509,0.027431,-0.002077,19.776123,19.801264,-49.626333,0.022693,26514.6,5692.6,-26.164,-5.573,1.219539,3.724751,1722.691,0.094995,-0.243450,1.223422,0.005274,0.005274,-0.561293,-1.177156,3
