object,band,variant,rise_time_days,decay_time_days,peak_time_days,chi2,n_obs,fwhm_days,rise_rate_mag_per_day,decay_rate_mag_per_day,powerlaw_amplitude,powerlaw_index
ZTF25aaprtxj,r,Full,0.014,14.474,8.167,3.117,23,59.595,-3.593182,0.075011,NaN,NaN
ZTF25aaprwcj,g,Bazin,3.482,4.047,14.342,0.490,11,11.683,-0.021115,0.048447,NaN,NaN
ZTF25aaprwcj,r,Bazin,3.009,22.092,3.084,0.857,10,NaN,-0.090310,0.036962,NaN,NaN
ZTF25aapsdaj,g,Bazin,5.405,13.910,30.000,8.501,77,83.970,0.035514,0.001074,NaN,NaN
ZTF25aapsdaj,r,Bazin,1.029,26.518,27.742,27.705,54,81.261,0.028211,0.008162,NaN,NaN
ZTF25aapsdaj,i,Bazin,1.000,13.612,30.000,2.527,25,107.807,0.021727,0.000220,NaN,NaN
ZTF25aapsieb,r,Bazin,30.274,20.115,20.004,0.663,24,30.625,0.032631,0.037539,NaN,NaN
ZTF25aapsieb,g,Bazin,1.137,2.032,30.000,0.376,17,NaN,-0.002512,0.000026,NaN,NaN
ZTF25aapsiow,r,Bazin,1.000,12.242,-8.403,0.920,21,44.730,0.065776,0.007726,NaN,NaN
ZTF25aapsiow,g,Bazin,1.001,5.359,7.714,0.000,2,55.983,-0.188199,0.001265,NaN,NaN
ZTF25aapsisw,g,Bazin,25.984,21.581,30.000,1.988,51,NaN,0.005281,0.000015,NaN,NaN
ZTF25aapsisw,r,Bazin,1.000,33.115,-8.013,5.093,45,NaN,0.005038,0.000096,NaN,NaN
ZTF25aapsisw,i,Bazin,33.115,33.115,-29.446,1.501,12,NaN,0.001013,0.000018,NaN,NaN
ZTF25aaptbyd,r,Full,2.965,25.688,10.658,5.189,12,44.955,-0.237340,0.042234,NaN,NaN
ZTF25aaptbyd,g,Full,8.058,10.077,19.702,0.555,9,44.955,-0.073256,0.096606,NaN,NaN
ZTF25aapthsg,g,Full,2.124,14.287,30.070,0.794,14,24.898,-0.201629,0.075939,NaN,NaN
ZTF25aapthsg,r,Full,2.854,14.574,30.681,1.368,11,24.898,-0.166926,0.073980,NaN,NaN
ZTF25aaptkov,r,Full,6.771,69.481,30.879,1.108,32,NaN,-0.049186,0.015431,NaN,NaN
ZTF25aaptkov,g,Full,6.897,172.202,28.916,0.034,1,NaN,-0.041834,0.006142,NaN,NaN
ZTF25aaptoxz,r,Full,4.292,1.815,30.857,706.690,45,81.909,-0.249653,0.598068,NaN,NaN
ZTF25aaptoxz,g,Full,5.083,0.974,32.605,336.679,25,81.909,-0.201106,0.245254,NaN,NaN
ZTF25aaptvbh,r,Bazin,7.000,33.115,4.968,1.839,29,NaN,-0.005818,0.004193,NaN,NaN
ZTF25aaptvbh,g,Bazin,5.370,30.068,-1.318,1.028,23,59.260,0.012410,0.018729,NaN,NaN
ZTF25aaptvbh,i,Bazin,1.555,1.000,-75.708,0.003,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aapuibm,r,Full,2.694,25.250,10.769,1.685,33,112.759,-0.087527,0.042999,NaN,NaN
ZTF25aapuibm,g,Full,2.848,13.608,11.698,6.050,23,112.759,-0.075824,0.079785,NaN,NaN
ZTF25aapuyuf,r,Bazin,3.224,24.125,10.222,4.275,26,89.919,-0.101594,0.035133,NaN,NaN
ZTF25aapuyuf,g,Bazin,2.896,10.978,11.647,1.173,24,89.919,-0.088285,0.008729,NaN,NaN
ZTF25aapvizs,r,Full,3.795,27.208,8.838,1.024,19,54.911,-0.142047,0.039892,NaN,NaN
ZTF25aapvizs,g,Full,5.911,16.232,9.089,0.460,15,54.911,-0.069428,0.066605,NaN,NaN
ZTF25aapvrng,r,Full,2.796,17.249,5.577,0.415,10,5.415,-0.252651,0.062662,NaN,NaN
ZTF25aapvrng,g,Full,2.961,19.078,6.703,0.846,9,29.930,-0.264433,0.056328,NaN,NaN
ZTF25aapwhnu,r,Bazin,4.861,10.608,17.490,2.013,32,66.916,-0.063349,0.017919,NaN,NaN
ZTF25aapwhnu,g,Bazin,3.397,17.869,10.173,8.494,11,66.916,-0.149546,0.098897,NaN,NaN
ZTF25aapwhnu,i,Bazin,1.347,1.000,-42.182,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aapwiux,g,Full,2.207,0.023,5.279,38.738,13,47.962,-0.194897,0.166166,NaN,NaN
ZTF25aapwiux,r,Full,2.526,0.052,5.311,5.069,11,47.962,-0.174641,0.063066,NaN,NaN
ZTF25aapwshe,r,Bazin,3.366,33.115,7.226,3.328,48,60.903,-0.117228,0.067142,NaN,NaN
ZTF25aapwshe,g,Bazin,2.976,33.115,6.866,7.843,8,60.903,-0.110873,0.052785,NaN,NaN
ZTF25aapwsub,r,Full,2.394,27.647,6.476,8.738,19,56.953,-0.208485,0.039271,NaN,NaN
ZTF25aapwsub,g,Full,5.217,11.823,14.325,12.270,19,56.953,-0.153364,0.091560,NaN,NaN
ZTF25aapwsyj,g,Bazin,2.752,10.510,5.414,0.738,8,33.028,-0.111154,0.057490,NaN,NaN
ZTF25aapwsyj,r,Bazin,1.000,9.738,2.834,0.024,5,33.028,-0.107034,0.017610,NaN,NaN
ZTF25aapwxhm,r,Bazin,2.973,23.788,9.084,5.807,33,84.858,-0.102341,0.035829,NaN,NaN
ZTF25aapwxhm,g,Bazin,2.851,14.522,9.992,11.232,30,84.858,-0.100966,0.040167,NaN,NaN
ZTF25aapxick,r,Bazin,3.851,27.299,8.970,0.575,19,49.843,-0.162184,0.044182,NaN,NaN
ZTF25aapxick,g,Bazin,4.164,7.489,17.518,1.014,14,49.843,-0.072827,0.038141,NaN,NaN
ZTF25aapxtna,r,Bazin,4.358,7.805,-31.403,18.652,8,NaN,0.000000,0.000000,NaN,NaN
ZTF25aapxtna,g,Bazin,11.793,13.353,24.588,2.376,3,NaN,0.000000,0.000000,NaN,NaN
ZTF25aapycse,r,Bazin,2.682,7.222,25.479,8.791,20,45.858,-0.018724,0.070928,NaN,NaN
ZTF25aapycse,g,Bazin,5.753,3.028,-100.000,323.405,12,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aapzjkn,r,Bazin,3.034,21.469,0.909,9.237,15,25.066,-0.009721,0.028152,NaN,NaN
ZTF25aapzjkn,g,Bazin,2.624,15.170,0.310,1.449,14,35.199,0.019411,0.075457,NaN,NaN
ZTF25aapzvrh,r,Full,17.596,139.853,4.802,9.904,40,NaN,-0.015135,0.007350,NaN,NaN
ZTF25aapzvrh,g,Full,47.831,53.505,-5.000,6.073,18,47.834,0.011064,0.017724,NaN,NaN
ZTF25aapzvrh,i,Full,8.980,87.045,-4.730,0.034,1,22.573,-0.004143,0.012471,NaN,NaN
ZTF25aaqbltp,r,Full,4.552,58.995,7.893,1.404,14,1.326,-0.091606,0.018078,NaN,NaN
ZTF25aaqbltp,g,Full,3.642,27.309,2.545,0.981,13,11.711,-0.051626,0.039739,NaN,NaN
ZTF25aaqbshw,g,Bazin,1.888,19.405,7.212,0.569,10,1.686,-0.070162,0.026267,NaN,NaN
ZTF25aaqbshw,r,Bazin,15.304,2.825,-100.000,26.838,9,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqbshw,i,Bazin,4.074,1.000,-92.454,0.507,2,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqbwzn,g,Bazin,3.734,23.749,-1.399,0.185,15,78.434,0.024008,0.004865,NaN,NaN
ZTF25aaqbwzn,r,Bazin,3.067,32.466,5.998,0.025,2,NaN,-0.008018,0.001753,NaN,NaN
ZTF25aaqdxqj,g,Bazin,1.000,19.879,16.277,0.771,8,14.365,-0.000048,0.029019,NaN,NaN
ZTF25aaqdxqj,r,Bazin,2.542,3.634,30.000,7.869,8,18.113,-0.056732,-0.010519,NaN,NaN
ZTF25aaqermo,g,Full,1.906,72.910,100.000,0.672,6,NaN,-0.108559,0.014251,NaN,NaN
ZTF25aaqermo,r,Full,5.180,198.190,96.278,0.034,2,NaN,-0.042940,-0.002447,NaN,NaN
ZTF25aaqfffi,r,Bazin,2.741,11.751,8.818,1.568,19,36.889,-0.133501,0.043858,NaN,NaN
ZTF25aaqfffi,g,Bazin,2.517,4.603,12.177,1.129,9,36.889,-0.098734,0.018119,NaN,NaN
ZTF25aaqfhvh,r,Bazin,3.117,20.166,4.738,2.282,28,98.957,-0.006394,0.020526,NaN,NaN
ZTF25aaqfhvh,g,Bazin,3.824,5.422,14.829,7.064,19,77.574,0.022076,0.000017,NaN,NaN
ZTF25aaqfhvh,i,Bazin,1.664,1.870,-51.259,0.000,1,NaN,0.000000,-0.000000,NaN,NaN
ZTF25aaqfvek,g,Bazin,3.423,18.311,7.232,3.803,25,48.940,-0.133339,0.072085,NaN,NaN
ZTF25aaqfvek,r,Bazin,3.161,30.304,6.493,8.749,24,48.940,-0.139230,0.033759,NaN,NaN
ZTF25aaqgddb,r,Full,3.539,17.492,4.932,1.039,20,37.000,-0.091744,0.061918,NaN,NaN
ZTF25aaqgddb,g,Full,4.192,10.166,6.858,2.147,12,37.000,-0.085333,0.106151,NaN,NaN
ZTF25aaqgnvm,g,Full,7.009,0.175,12.517,0.571,8,NaN,-0.076668,0.096999,NaN,NaN
ZTF25aaqgnvm,r,Full,4.896,0.065,11.016,1.350,7,3.111,-0.140713,0.095395,NaN,NaN
ZTF25aaqgorp,r,Bazin,3.694,14.445,8.200,0.852,29,45.923,-0.075198,0.028042,NaN,NaN
ZTF25aaqgorp,g,Bazin,3.474,15.645,4.599,1.147,20,45.923,-0.063407,0.058931,NaN,NaN
ZTF25aaqgorp,i,Bazin,1.039,1.000,-38.192,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaqgttb,g,Full,3.785,28.888,24.161,0.792,18,52.840,-0.262702,0.086739,NaN,NaN
ZTF25aaqgttb,r,Full,4.300,78.527,24.841,1.903,13,52.840,-0.229994,0.052908,NaN,NaN
ZTF25aaqhkyi,r,Full,665.142,28.599,29.233,2.369,58,68.540,0.044350,0.037181,NaN,NaN
ZTF25aaqhkyi,g,Full,665.142,27.147,19.233,38.253,42,73.779,0.054781,0.039216,NaN,NaN
ZTF25aaqhnsd,g,Full,10.916,62.862,43.105,0.592,85,48.704,0.014405,0.017268,NaN,NaN
ZTF25aaqhnsd,r,Full,0.023,34.769,73.061,0.999,77,96.920,-0.678048,0.031227,NaN,NaN
ZTF25aaqhnsd,i,Full,4.016,27.466,51.393,0.474,10,77.439,0.039281,0.039530,NaN,NaN
ZTF25aaqiijt,r,Full,2.709,28.781,27.508,3.908,23,40.040,-0.185405,0.037710,NaN,NaN
ZTF25aaqiijt,g,Full,3.452,14.310,30.590,7.956,19,40.040,-0.178620,0.075641,NaN,NaN
ZTF25aaqiwar,r,Bazin,3.210,22.946,6.497,1.612,26,44.080,-0.177017,0.061648,NaN,NaN
ZTF25aaqiwar,g,Bazin,2.712,10.996,8.124,2.674,18,44.080,-0.177143,0.090646,NaN,NaN
ZTF25aaqjtly,r,Full,0.219,41.534,100.000,4.289,5,54.844,-0.000000,0.026141,NaN,NaN
ZTF25aaqjtly,g,Full,0.256,109.030,90.243,10.909,4,45.141,-0.000000,0.009958,NaN,NaN
ZTF25aaqkhyr,r,Full,3.491,19.703,11.296,1.702,19,39.897,-0.204338,0.054677,NaN,NaN
ZTF25aaqkhyr,g,Full,3.907,10.387,12.533,1.424,15,39.897,-0.184971,0.103495,NaN,NaN
ZTF25aaqksiw,g,FastDecay,NaN,77.540,78.476,1.288,74,71.582,0.013567,0.014002,NaN,NaN
ZTF25aaqksiw,r,FastDecay,NaN,35.438,19.399,1.762,54,98.970,0.030638,0.030638,NaN,NaN
ZTF25aaqksiw,i,FastDecay,NaN,31.866,68.476,2.263,38,86.521,0.017153,0.034072,NaN,NaN
ZTF25aaqkvza,r,Bazin,3.271,31.825,23.808,1.601,15,20.691,-0.037401,0.028788,NaN,NaN
ZTF25aaqkvza,g,Bazin,3.619,9.506,28.591,0.477,11,54.899,-0.040617,0.065206,NaN,NaN
ZTF25aaqkvza,i,Bazin,1.000,1.022,-57.469,4.195,3,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaqmqqc,r,FastDecay,NaN,26.782,80.497,0.941,41,15.368,0.005322,0.038492,NaN,NaN
ZTF25aaqmqqc,g,FastDecay,NaN,11.157,70.497,22.073,37,25.101,0.002118,0.097314,NaN,NaN
ZTF25aaqnvjt,r,Bazin,3.613,17.647,8.520,0.555,18,37.895,-0.106370,0.039265,NaN,NaN
ZTF25aaqnvjt,g,Bazin,33.115,1.021,-71.135,3.293,10,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqnvjt,i,Bazin,22.732,2.028,-81.239,0.000,1,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqnzgq,r,Full,4.486,25.445,5.604,1.861,28,2.047,-0.154682,0.034799,NaN,NaN
ZTF25aaqnzgq,g,Full,4.645,17.718,5.467,0.501,16,0.722,-0.135641,0.053026,NaN,NaN
ZTF25aaqoagl,r,Bazin,32.572,2.359,-80.463,1.279,2,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqoagl,i,Bazin,9.230,1.551,-100.000,0.087,2,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaqocue,r,Full,3.612,18.901,5.562,1.228,30,40.957,-0.138833,0.057360,NaN,NaN
ZTF25aaqocue,g,Full,6.473,10.391,6.032,0.737,17,21.405,-0.066921,0.102742,NaN,NaN
ZTF25aaqocue,i,Full,9.819,6.953,-0.623,0.037,2,33.753,0.115144,0.153464,NaN,NaN
ZTF25aaqodsy,r,Full,2.435,1808.042,0.609,1.544,13,0.539,-0.184201,-0.007377,NaN,NaN
ZTF25aaqodsy,g,Full,2.057,665.142,0.061,0.551,8,NaN,-0.177403,-0.001900,NaN,NaN
ZTF25aaqodsy,i,Full,6.189,1703.884,-0.321,0.034,1,NaN,-0.074525,-0.025631,NaN,NaN
ZTF25aaqojwg,r,Bazin,33.115,15.585,30.000,2.983,58,71.468,0.047137,0.012272,NaN,NaN
ZTF25aaqojwg,g,Bazin,33.115,11.709,27.746,1.819,54,74.115,0.051805,0.001268,NaN,NaN
ZTF25aaqojwg,i,Bazin,1.009,30.244,30.000,0.794,30,87.791,-0.210618,0.026041,NaN,NaN
ZTF25aaqomig,r,Bazin,1.406,21.030,-29.251,1.470,74,NaN,0.009752,0.001002,NaN,NaN
ZTF25aaqomig,g,Bazin,1.273,33.115,-33.838,0.417,6,6.583,0.017244,0.006175,NaN,NaN
ZTF25aaqondx,r,Bazin,3.123,6.760,30.000,9.380,17,48.023,-0.063114,0.012155,NaN,NaN
ZTF25aaqondx,g,Bazin,3.186,20.874,21.321,12.122,14,48.023,-0.170159,0.063162,NaN,NaN
ZTF25aaqostr,r,Bazin,3.488,30.593,4.916,1.948,25,48.960,-0.104073,0.038534,NaN,NaN
ZTF25aaqostr,g,Bazin,4.000,6.961,15.306,4.159,22,48.960,-0.068775,0.029967,NaN,NaN
ZTF25aaqoukg,r,Bazin,2.470,31.055,6.015,5.244,34,133.809,-0.020545,0.062895,NaN,NaN
ZTF25aaqoukg,g,Bazin,2.379,13.287,9.844,13.343,26,133.809,-0.021280,0.001131,NaN,NaN
ZTF25aaqpvxb,r,Bazin,16.704,1.964,-86.776,0.000,1,NaN,NaN,NaN,NaN,NaN
ZTF25aaqqcld,r,Bazin,2.530,19.591,8.638,5.771,60,104.891,-0.066414,0.031420,NaN,NaN
ZTF25aaqqcld,g,Bazin,2.814,10.736,11.099,19.057,59,104.891,-0.051056,0.002801,NaN,NaN
ZTF25aaqqcld,i,Bazin,1.047,33.115,30.000,0.472,2,104.891,-0.001381,0.015567,NaN,NaN
ZTF25aaqqfkv,r,Full,55.859,0.169,100.000,0.624,23,4.945,-0.002717,0.034032,NaN,NaN
ZTF25aaqqfkv,g,Full,63.879,0.457,90.000,1.037,23,14.836,0.001349,0.056952,NaN,NaN
ZTF25aaqqfsk,g,FastDecay,NaN,7.454,0.965,0.034,3,NaN,0.005477,0.145659,NaN,NaN
ZTF25aaqqfsk,r,FastDecay,NaN,20.261,6.731,0.034,1,NaN,0.011012,0.011451,NaN,NaN
ZTF25aaqqjoj,r,Bazin,33.115,2.203,-67.951,0.476,2,NaN,0.000000,0.000000,NaN,NaN
ZTF25aaqqjoj,g,Bazin,3.689,3.615,-84.242,0.000,1,NaN,0.000000,-0.000000,NaN,NaN
ZTF25aaqqjud,g,FastDecay,NaN,77.974,100.000,1.280,50,80.001,0.011289,0.013924,NaN,NaN
ZTF25aaqqjud,r,FastDecay,NaN,85.200,90.000,0.822,49,71.505,0.009136,0.012743,NaN,NaN
ZTF25aaqsnsq,r,Bazin,1.821,31.785,3.396,1.119,24,0.802,-0.093563,0.017242,NaN,NaN
ZTF25aaqsnsq,g,Bazin,3.073,14.388,5.542,0.547,17,39.915,-0.115125,0.071578,NaN,NaN
ZTF25aaqsuda,r,Full,2.764,18.680,35.958,4.839,24,71.893,-0.382312,0.058066,NaN,NaN
ZTF25aaqsuda,g,Full,2.894,9.486,37.455,5.407,16,71.893,-0.359997,0.114328,NaN,NaN
ZTF25aaqsuda,i,Full,5.362,7.263,25.958,0.034,1,71.893,-0.189203,0.149220,NaN,NaN
ZTF25aaqvowo,r,Bazin,3.130,32.076,0.093,0.312,8,NaN,-0.086343,0.032108,NaN,NaN
ZTF25aaqvowo,g,Bazin,33.115,1.560,-60.300,1.371,6,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaqvqsh,r,Bazin,14.547,22.658,-8.492,0.237,7,NaN,0.016350,0.021737,NaN,NaN
ZTF25aaqvqsh,i,Bazin,3.766,1.000,-55.821,0.000,1,NaN,-0.000000,-0.000000,NaN,NaN
ZTF25aaqvqvd,g,Full,665.142,135.170,0.893,1.855,119,56.164,0.007251,0.007324,NaN,NaN
ZTF25aaqvqvd,r,Full,9.256,125.576,27.961,1.474,116,49.745,0.002015,0.008646,NaN,NaN
ZTF25aaqvqvd,i,Full,0.007,205.653,5.360,1.159,59,NaN,0.002180,0.005279,NaN,NaN
ZTF25aaqvrbi,r,Bazin,1.144,26.771,3.817,0.271,10,34.953,-0.245296,0.030230,NaN,NaN
ZTF25aaqvrbi,g,Bazin,1.000,33.115,-0.395,1.721,9,11.768,-0.009056,0.045874,NaN,NaN
ZTF25aaqvwjj,r,Full,4.577,200.507,0.799,0.786,62,NaN,-0.021470,0.005415,NaN,NaN
ZTF25aaqvwjj,g,Full,1.684,73.763,-5.000,0.665,11,49.529,0.013894,0.014719,NaN,NaN
ZTF25aaqwcvn,g,Bazin,3.599,14.269,5.359,0.431,13,11.566,-0.083815,0.059375,NaN,NaN
ZTF25aaqwcvn,r,Bazin,2.826,4.665,13.973,0.280,10,9.939,-0.055394,0.014963,NaN,NaN
ZTF25aaqwejm,r,Bazin,1.000,12.428,2.557,1.022,12,37.908,-0.151652,0.067538,NaN,NaN
ZTF25aaqweoi,r,FastDecay,NaN,34.317,43.545,1.352,419,38.467,0.008414,0.031638,NaN,NaN
ZTF25aaqxchy,r,Bazin,3.810,28.888,7.464,1.042,31,61.951,-0.125828,0.056464,NaN,NaN
ZTF25aaqxchy,g,Bazin,3.604,29.841,6.870,0.245,6,61.951,-0.137495,0.067777,NaN,NaN
ZTF25aaqxece,r,Bazin,1.000,18.176,10.329,0.151,3,9.183,-0.018898,0.035816,NaN,NaN
ZTF25aaqxece,g,Bazin,1.000,1.202,11.036,0.000,3,29.957,-0.172188,0.000533,NaN,NaN
ZTF25aaqxyfn,r,Full,4.638,1088.738,-5.000,0.778,40,NaN,-0.008902,0.000997,NaN,NaN
ZTF25aaqxyfn,g,Full,1.706,400.524,-5.000,1.474,9,NaN,0.001785,0.002711,NaN,NaN
ZTF25aaqyaob,r,Bazin,1.301,33.115,1.453,2.456,43,31.408,0.002541,0.004994,NaN,NaN
ZTF25aaqyaob,g,Bazin,1.098,33.115,-0.392,1.683,24,61.430,0.021807,0.018147,NaN,NaN
ZTF25aaqylva,r,Bazin,3.285,33.115,9.365,4.505,23,46.967,-0.244803,0.035681,NaN,NaN
ZTF25aaqylva,g,Bazin,2.949,11.995,12.368,1.427,17,46.967,-0.198139,0.072039,NaN,NaN
ZTF25aaqyssy,r,Full,3.736,29.954,5.938,6.646,28,44.957,-0.148670,0.036200,NaN,NaN
ZTF25aaqyssy,g,Full,4.430,16.429,7.438,6.977,20,44.957,-0.132439,0.065879,NaN,NaN
ZTF25aaqyygm,r,Bazin,3.135,19.293,23.394,3.384,40,47.015,-0.154421,0.046303,NaN,NaN
ZTF25aaqyygm,g,Bazin,3.787,7.076,30.000,2.655,29,47.015,-0.084595,0.041094,NaN,NaN
ZTF25aaqzlhw,r,Bazin,3.328,33.115,4.560,2.039,20,2.636,-0.171098,0.036229,NaN,NaN
ZTF25aaqzlhw,g,Bazin,3.559,13.580,7.017,0.466,14,30.861,-0.141888,0.085490,NaN,NaN
ZTF25aaraels,r,Bazin,3.324,20.718,6.166,0.523,24,43.910,-0.093339,0.031774,NaN,NaN
ZTF25aaraels,g,Bazin,3.350,15.874,5.283,1.210,14,43.910,-0.085537,0.056323,NaN,NaN
ZTF25aarajhz,g,Bazin,3.333,7.766,13.599,0.023,5,4.412,-0.096459,0.058511,NaN,NaN
ZTF25aarajhz,r,Bazin,1.622,1.000,-90.684,0.456,4,NaN,0.000000,0.000000,NaN,NaN
ZTF25aardatq,r,Full,17.202,1243.483,83.115,14.772,33,59.525,-0.062230,-0.044841,NaN,NaN
ZTF25aardatq,g,Full,16.801,457.452,82.117,20.793,17,59.911,-0.063750,-0.045404,NaN,NaN
ZTF25aarefui,r,Full,1.834,346.144,1.404,1.101,21,0.457,-0.006486,0.003137,NaN,NaN
ZTF25aarefui,g,Full,2.009,169.905,1.094,0.508,14,90.923,0.001607,0.006390,NaN,NaN
ZTF25aareirf,r,Full,2.878,27.667,30.604,5.508,24,68.017,-0.346314,0.039209,NaN,NaN
ZTF25aareirf,g,Full,3.299,15.566,32.214,5.006,16,68.017,-0.298500,0.069603,NaN,NaN
ZTF25aareirf,i,Full,2.485,48.783,25.712,0.034,2,24.267,-0.401125,0.022255,NaN,NaN
ZTF25aaremst,r,Full,2.309,37.043,4.528,4.108,26,82.975,-0.036152,0.029310,NaN,NaN
ZTF25aaremst,g,Full,2.030,20.207,3.468,1.305,16,82.975,-0.008855,0.053732,NaN,NaN
ZTF25aarenbq,g,FastDecay,NaN,148.413,76.983,0.242,15,NaN,-0.000000,0.007316,NaN,NaN
ZTF25aarenbq,r,FastDecay,NaN,74.058,86.983,0.172,4,NaN,-0.000000,0.014661,NaN,NaN
ZTF25aargdqx,r,Bazin,1.310,5.279,6.621,0.001,4,NaN,-0.035224,0.054231,NaN,NaN
ZTF25aargdqx,g,Bazin,2.135,1.000,-49.201,0.086,3,NaN,0.000000,0.000000,NaN,NaN
ZTF25aargzjz,r,Bazin,3.130,28.040,9.947,5.890,33,77.987,-0.145527,0.040726,NaN,NaN
ZTF25aargzjz,g,Bazin,3.318,15.362,11.869,3.132,29,77.987,-0.122230,0.040948,NaN,NaN
ZTF25aarhgtc,r,Bazin,2.881,33.115,2.964,0.842,35,12.885,-0.005588,0.004495,NaN,NaN
ZTF25aarhgtc,g,Bazin,1.000,33.115,24.727,0.466,12,94.969,-0.004817,0.007396,NaN,NaN
ZTF25aarhgtc,i,Bazin,5.735,1.257,22.655,1.015,4,93.537,0.671761,-0.000000,NaN,NaN
ZTF25aarmzhx,r,Bazin,3.926,19.103,12.699,1.712,73,91.865,-0.075523,0.015506,NaN,NaN
ZTF25aarmzhx,g,Bazin,3.482,12.491,11.309,1.022,40,91.865,-0.054965,0.005404,NaN,NaN
ZTF25aarntxz,r,Full,24.895,1232.417,6.928,0.431,10,NaN,0.025414,-0.017657,NaN,NaN
ZTF25aarnyuv,g,Full,11.236,9.446,74.289,0.034,3,69.813,-0.088230,0.094183,NaN,NaN
ZTF25aarnyuv,r,Full,30.542,14.452,84.289,0.034,1,69.813,-0.025084,0.050284,NaN,NaN
ZTF25aarodfq,r,Full,16.650,1808.042,0.653,0.727,48,NaN,-0.009974,0.000211,NaN,NaN
ZTF25aarodfq,g,Full,6.125,665.142,-5.000,0.293,10,NaN,0.000670,0.001632,NaN,NaN
ZTF25aarodyp,g,Full,3.072,16.053,9.847,2.219,19,44.956,-0.216684,0.067601,NaN,NaN
ZTF25aarodyp,r,Full,2.984,25.688,8.988,3.849,18,44.956,-0.214528,0.042246,NaN,NaN
ZTF25aaroeuc,g,Bazin,2.897,18.402,9.701,2.357,18,52.963,-0.230396,0.068466,NaN,NaN
ZTF25aaroeuc,r,Bazin,3.219,12.388,14.682,1.002,17,52.963,-0.066692,0.017754,NaN,NaN
ZTF25aarrwlq,r,Bazin,2.755,23.946,8.951,0.392,24,43.967,-0.198282,0.038755,NaN,NaN
ZTF25aarrwlq,g,Bazin,2.967,14.426,7.357,0.157,12,43.967,-0.145247,0.061124,NaN,NaN
ZTF25aarsdkv,r,Bazin,1.000,27.631,5.944,1.440,19,52.947,0.024433,0.032501,NaN,NaN
ZTF25aarsdkv,g,Bazin,1.000,13.604,10.562,1.925,16,76.909,-0.084703,0.030771,NaN,NaN
ZTF25aarsdkv,i,Bazin,1.000,23.813,30.000,0.238,2,76.909,-0.001975,0.031171,NaN,NaN
ZTF25aaruqqa,r,Bazin,3.558,16.505,10.791,2.622,12,34.064,-0.236360,0.071339,NaN,NaN
ZTF25aaruqqa,g,Bazin,3.202,15.783,9.560,2.940,11,34.064,-0.283011,0.081992,NaN,NaN
ZTF25aarutoh,r,Bazin,2.776,9.161,10.860,54.782,18,39.041,-0.148677,0.055565,NaN,NaN
ZTF25aarutoh,g,Bazin,2.789,15.917,7.493,23.615,17,39.041,-0.240470,0.085075,NaN,NaN
ZTF25aarutux,r,Full,78.524,100.718,36.859,1.579,39,53.244,0.014443,0.005808,NaN,NaN
ZTF25aarutux,g,Full,213.450,37.052,29.612,2.248,16,67.851,0.027178,0.027072,NaN,NaN
ZTF25aarutuy,r,Full,21.705,1586.345,-5.000,1.316,22,NaN,-0.015692,-0.000457,NaN,NaN
ZTF25aarutuy,g,Full,57.706,1808.042,5.000,0.546,10,NaN,0.002369,-0.003599,NaN,NaN
ZTF25aarutzn,r,Bazin,20.952,16.736,30.000,1.396,10,25.996,0.023943,0.036866,NaN,NaN
ZTF25aarutzn,g,Bazin,3.057,14.098,10.386,0.843,7,53.888,-0.173358,0.065769,NaN,NaN
ZTF25aaruuln,r,FastDecay,NaN,21.211,33.565,1.394,19,19.156,0.014119,0.051187,NaN,NaN
ZTF25aaruuln,g,FastDecay,NaN,16.534,30.362,4.149,18,22.586,0.014829,0.065669,NaN,NaN
ZTF25aaruxae,r,Bazin,1.200,5.795,-0.916,0.375,15,8.016,0.061941,0.004990,NaN,NaN
ZTF25aaruxae,g,Bazin,1.000,3.258,-1.981,0.356,8,NaN,0.064607,0.000177,NaN,NaN
ZTF25aarwoeg,r,Full,3.189,19.567,32.738,6.151,27,61.903,-0.311134,0.054803,NaN,NaN
ZTF25aarwoeg,g,Full,2.995,16.326,32.809,3.130,17,61.903,-0.333319,0.065986,NaN,NaN
ZTF25aarxgcb,g,Bazin,2.637,33.115,25.590,0.290,7,21.397,-0.000725,-0.028375,NaN,NaN
ZTF25aarxgcb,r,Bazin,4.732,2.346,-57.700,3.727,5,NaN,0.000000,0.000000,NaN,NaN
ZTF25aarxine,r,Full,7.243,0.007,34.750,31.556,18,43.001,-0.087200,0.128766,NaN,NaN
ZTF25aarxine,g,Full,2.665,0.012,27.698,8.890,14,43.001,-0.220614,0.219390,NaN,NaN
ZTF25aarzkbz,r,FastDecay,NaN,73.890,20.597,1.728,59,30.440,0.021464,0.014694,NaN,NaN
